name,position,minutes_played,passes_completed,passes_total,shots,xg,ball_recoveries,pressures,dribbles_won,passes_completed_p90,passes_total_p90,shots_p90,xg_p90,ball_recoveries_p90,pressures_p90,dribbles_won_p90
Pablo Hervías Ruiz,Right Back,370,90.0,117.0,3.0,0.0484451525,10.0,21.0,3.0,21.89,28.46,0.73,0.01,2.43,5.11,0.73
Pablo Ibáñez Tébar,Right Center Back,459,80.0,96.0,1.0,0.11059694,13.0,38.0,0.0,15.69,18.82,0.2,0.02,2.55,7.45,0.0
Pablo Javier Zabaleta Girod,Right Back,237,46.0,76.0,2.0,0.026172576,17.0,44.0,0.0,17.47,28.86,0.76,0.01,6.46,16.71,0.0
Pablo Maffeo Becerra,Right Wing Back,247,67.0,92.0,1.0,0.10047175,9.0,47.0,4.0,24.41,33.52,0.36,0.04,3.28,17.13,1.46
Pablo Orbaiz Lesaka,Right Defensive Midfield,403,129.0,171.0,3.0,0.09893310400000001,33.0,91.0,3.0,28.81,38.19,0.67,0.02,7.37,20.32,0.67
Pablo Pinillos Caro,Right Back,723,167.0,236.0,0.0,0.0,26.0,98.0,3.0,20.79,29.38,0.0,0.0,3.24,12.2,0.37
Pablo Pérez Rodríguez,Right Wing,1450,162.0,261.0,18.0,1.750078349,32.0,169.0,5.0,10.06,16.2,1.12,0.11,1.99,10.49,0.31
Pablo Sarabia García,Right Wing,3502,945.0,1466.0,83.0,5.4466952026,218.0,855.0,50.0,24.29,37.68,2.13,0.14,5.6,21.97,1.28
Pablo Sebastián Valeira Álvarez,Right Back,91,9.0,18.0,0.0,0.0,3.0,17.0,0.0,8.9,17.8,0.0,0.0,2.97,16.81,0.0
Pablo Sicilia Roig,Left Center Back,176,21.0,30.0,1.0,0.15801848,4.0,40.0,0.0,10.74,15.34,0.51,0.08,2.05,20.45,0.0
Pablo Álvarez Nuñez,Center Attacking Midfield,322,25.0,36.0,0.0,0.0,5.0,52.0,1.0,6.99,10.06,0.0,0.0,1.4,14.53,0.28
Pablo Ínsua Blanco,Left Center Back,431,88.0,102.0,1.0,0.054010592,13.0,58.0,0.0,18.38,21.3,0.21,0.01,2.71,12.11,0.0
Papa Babacar Diawara,Center Forward,108,17.0,25.0,1.0,0.076995544,3.0,29.0,0.0,14.17,20.83,0.83,0.06,2.5,24.17,0.0
Papa Kouly Diop,Left Defensive Midfield,3860,1273.0,1667.0,32.0,1.821970045,241.0,843.0,22.0,29.68,38.87,0.75,0.04,5.62,19.66,0.51
Pape Cheikh Diop Gueye,Left Center Midfield,448,44.0,47.0,0.0,0.0,11.0,24.0,3.0,8.84,9.44,0.0,0.0,2.21,4.82,0.6
Pascal Cygan,Left Center Back,175,36.0,44.0,0.0,0.0,6.0,13.0,0.0,18.51,22.63,0.0,0.0,3.09,6.69,0.0
Patrick Claude Ekeng Ekeng,Center Attacking Midfield,179,32.0,44.0,1.0,0.027997525,6.0,63.0,0.0,16.09,22.12,0.5,0.01,3.02,31.68,0.0
Patrick Ebert,Center Attacking Midfield,670,189.0,272.0,10.0,1.1639035636000001,26.0,108.0,5.0,25.39,36.54,1.34,0.16,3.49,14.51,0.67
Patrick Jan Mtiliga,Left Back,91,37.0,40.0,0.0,0.0,5.0,14.0,1.0,36.59,39.56,0.0,0.0,4.95,13.85,0.99
Patrick Twumasi,Right Midfield,93,4.0,8.0,0.0,0.0,0.0,4.0,0.0,3.87,7.74,0.0,0.0,0.0,3.87,0.0
Pau Francisco Torres,Left Center Back,367,187.0,205.0,0.0,0.0,17.0,35.0,4.0,45.86,50.27,0.0,0.0,4.17,8.58,0.98
Pau López Sabata,Goalkeeper,3535,613.0,1080.0,0.0,0.0,179.0,8.0,0.0,15.61,27.5,0.0,0.0,4.56,0.2,0.0
Paul Baysse,Left Center Back,92,20.0,26.0,1.0,0.05474838,4.0,17.0,0.0,19.57,25.43,0.98,0.05,3.91,16.63,0.0
Paulo Afonso Santos Júnior,Right Center Back,92,42.0,45.0,0.0,0.0,3.0,8.0,0.0,41.09,44.02,0.0,0.0,2.93,7.83,0.0
Paulo André Rodrigues de Oliveira,Right Center Back,270,98.0,118.0,0.0,0.0,7.0,25.0,1.0,32.67,39.33,0.0,0.0,2.33,8.33,0.33
Paulo Assunção da Silva,Right Center Midfield,568,207.0,264.0,2.0,0.039810932,22.0,260.0,8.0,32.8,41.83,0.32,0.01,3.49,41.2,1.27
Paulo César Da Silva Barrios,Right Center Back,185,19.0,27.0,1.0,0.031612072,6.0,31.0,0.0,9.24,13.14,0.49,0.02,2.92,15.08,0.0
Paulo Henrique Chagas de Lima,Left Center Forward,93,10.0,14.0,0.0,0.0,2.0,6.0,0.0,9.68,13.55,0.0,0.0,1.94,5.81,0.0
Pedro Alcalá Guirado,Right Center Back,278,49.0,64.0,1.0,0.116277054,5.0,30.0,1.0,15.86,20.72,0.32,0.04,1.62,9.71,0.32
Pedro Andrés Morales Flores,Right Center Midfield,92,6.0,9.0,0.0,0.0,0.0,5.0,1.0,5.87,8.8,0.0,0.0,0.0,4.89,0.98
Pedro Antonio Porro Sauceda,Right Back,177,63.0,83.0,0.0,0.0,8.0,26.0,2.0,32.03,42.2,0.0,0.0,4.07,13.22,1.02
Pedro Bigas Rigo,Left Center Back,2816,1172.0,1407.0,18.0,1.376943305,86.0,311.0,19.0,37.46,44.97,0.58,0.04,2.75,9.94,0.61
Pedro Eliezer Rodríguez Ledesma,Right Wing,14952,4814.0,5751.0,256.0,36.8496447309,551.0,1773.0,208.0,28.98,34.62,1.54,0.22,3.32,10.67,1.25
Pedro Gonzalez Contreras Cano,Goalkeeper,94,13.0,29.0,0.0,0.0,3.0,1.0,0.0,12.45,27.77,0.0,0.0,2.87,0.96,0.0
Pedro González López,Left Center Midfield,2802,1437.0,1644.0,22.0,3.6360045579999998,121.0,638.0,22.0,46.16,52.81,0.71,0.12,3.89,20.49,0.71
Pedro León Sánchez Gil,Right Wing,3210,561.0,940.0,53.0,3.8240043485,116.0,529.0,64.0,15.73,26.36,1.49,0.11,3.25,14.83,1.79
Pedro López Muñoz,Right Back,2377,817.0,1075.0,10.0,0.5578005619999999,112.0,372.0,31.0,30.93,40.7,0.38,0.02,4.24,14.08,1.17
Pedro Manuel Munitis Álvarez,Right Center Forward,685,124.0,187.0,6.0,0.5586473860000001,25.0,185.0,4.0,16.29,24.57,0.79,0.07,3.28,24.31,0.53
Pedro Mario Álvarez Abrante,Right Center Back,428,107.0,129.0,0.0,0.0,21.0,30.0,2.0,22.5,27.13,0.0,0.0,4.42,6.31,0.42
Pedro Mosquera Parada,Left Defensive Midfield,3783,1723.0,2094.0,31.0,1.5523869084,213.0,1015.0,17.0,40.99,49.82,0.74,0.04,5.07,24.15,0.4
Pedro Pablo Hernández,Left Center Midfield,2920,1219.0,1545.0,29.0,1.9363360136,170.0,615.0,34.0,37.57,47.62,0.89,0.06,5.24,18.96,1.05
Pedro Roberto Silva Botelho,Right Back,169,39.0,62.0,0.0,0.0,12.0,53.0,1.0,20.77,33.02,0.0,0.0,6.39,28.22,0.53
Pedro Ríos Maestre,Right Wing,522,74.0,114.0,0.0,0.0,19.0,75.0,5.0,12.76,19.66,0.0,0.0,3.28,12.93,0.86
Pedro Taunausú Domínguez Placeres,Center Attacking Midfield,2460,1045.0,1263.0,31.0,2.806223571,138.0,587.0,37.0,38.23,46.21,1.13,0.1,5.05,21.48,1.35
Pedro Tonon Geromel,Right Center Back,92,20.0,28.0,0.0,0.0,4.0,7.0,1.0,19.57,27.39,0.0,0.0,3.91,6.85,0.98
Pere Pons Riera,Center Defensive Midfield,634,187.0,228.0,5.0,0.54586641,25.0,169.0,5.0,26.55,32.37,0.71,0.08,3.55,23.99,0.71
Pervis Josué Estupiñán Tenorio,Left Back,279,75.0,111.0,2.0,0.055341967000000006,14.0,34.0,0.0,24.19,35.81,0.65,0.02,4.52,10.97,0.0
Peter Luccin,Right Defensive Midfield,460,107.0,129.0,0.0,0.0,23.0,54.0,4.0,20.93,25.24,0.0,0.0,4.5,10.57,0.78
Petros Matheus dos Santos Araújo,Right Defensive Midfield,2705,1022.0,1240.0,9.0,0.842020379,175.0,811.0,31.0,34.0,41.26,0.3,0.03,5.82,26.98,1.03
Philippe Coutinho Correia,Left Wing,4815,2242.0,2625.0,120.0,11.7218695362,180.0,523.0,102.0,41.91,49.07,2.24,0.22,3.36,9.78,1.91
Pierre Achille Webó Kouamo,Center Forward,584,76.0,117.0,10.0,0.9595739309,21.0,91.0,2.0,11.71,18.03,1.54,0.15,3.24,14.02,0.31
Pione Sisto Ifolo Emirmija,Left Midfield,414,107.0,125.0,8.0,0.4530193895,12.0,58.0,1.0,23.26,27.17,1.74,0.1,2.61,12.61,0.22
Piotr Trochowski,Center Attacking Midfield,372,64.0,85.0,3.0,0.113969007,12.0,66.0,0.0,15.48,20.56,0.73,0.03,2.9,15.97,0.0
Przemysław Tytoń,Goalkeeper,184,30.0,45.0,0.0,0.0,9.0,0.0,0.0,14.67,22.01,0.0,0.0,4.4,0.0,0.0
Rachid Aït-Atmane,Left Defensive Midfield,1615,384.0,511.0,6.0,0.359132734,106.0,246.0,8.0,21.4,28.48,0.33,0.02,5.91,13.71,0.45
Radamel Falcao García Zárate,Center Forward,335,66.0,76.0,11.0,1.931876454,6.0,56.0,4.0,17.73,20.42,2.96,0.52,1.61,15.04,1.07
Rafael Alcântara do Nascimento,Right Center Midfield,4065,1482.0,1638.0,39.0,4.327861306,167.0,503.0,63.0,32.81,36.27,0.86,0.1,3.7,11.14,1.39
Rafael Augusto Sóbis do Nascimento,Right Wing,92,8.0,11.0,1.0,0.015380181,3.0,1.0,0.0,7.83,10.76,0.98,0.02,2.93,0.98,0.0
Rafael Barber Rodríguez,Left Defensive Midfield,252,50.0,65.0,2.0,0.281915854,5.0,32.0,4.0,17.86,23.21,0.71,0.1,1.79,11.43,1.43
Rafael Clavero Prados,Left Back,92,15.0,23.0,0.0,0.0,2.0,22.0,0.0,14.67,22.5,0.0,0.0,1.96,21.52,0.0
Rafael Jesús Navarro Mazuelos,Right Wing Back,92,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.98,0.98,0.0,0.0,0.0,3.91,0.0
Rafael Jiménez Jarque,Right Center Back,180,10.0,18.0,0.0,0.0,1.0,11.0,1.0,5.0,9.0,0.0,0.0,0.5,5.5,0.5
Rafael López Gómez,Right Center Back,637,200.0,251.0,1.0,0.05689617,21.0,86.0,0.0,28.26,35.46,0.14,0.01,2.97,12.15,0.0
Rafael Mir Vicente,Center Forward,181,24.0,31.0,6.0,2.193184584,8.0,31.0,1.0,11.93,15.41,2.98,1.09,3.98,15.41,0.5
Rafael Márquez Álvarez,Right Center Back,7415,4122.0,4837.0,68.0,4.0944890412,301.0,588.0,17.0,50.03,58.71,0.83,0.05,3.65,7.14,0.21
Rafael Ramos Lozano,Right Back,90,23.0,32.0,0.0,0.0,4.0,27.0,0.0,23.0,32.0,0.0,0.0,4.0,27.0,0.0
Rafael Romero Serrano,Right Back,91,9.0,13.0,0.0,0.0,1.0,7.0,0.0,8.9,12.86,0.0,0.0,0.99,6.92,0.0
Rafael Sastre Reus,Right Back,238,47.0,80.0,0.0,0.0,7.0,25.0,0.0,17.77,30.25,0.0,0.0,2.65,9.45,0.0
Rafael van der Vaart,Center Attacking Midfield,824,110.0,153.0,9.0,0.705452682,12.0,80.0,0.0,12.01,16.71,0.98,0.08,1.31,8.74,0.0
Rahamat Riga Mustapha,Left Center Forward,269,44.0,64.0,7.0,0.913990426,15.0,54.0,7.0,14.72,21.41,2.34,0.31,5.02,18.07,2.34
Ramon Olamilekan Azeez,Center Attacking Midfield,406,52.0,71.0,3.0,0.8000486800000001,18.0,128.0,2.0,11.53,15.74,0.67,0.18,3.99,28.37,0.44
Ramón de Quintana Dalmau,Right Center Back,91,12.0,27.0,0.0,0.0,6.0,10.0,0.0,11.87,26.7,0.0,0.0,5.93,9.89,0.0
Raoul Cédric Loé,Left Defensive Midfield,269,71.0,99.0,3.0,0.11526172800000001,14.0,67.0,1.0,23.75,33.12,1.0,0.04,4.68,22.42,0.33
Raphaël Varane,Right Center Back,3335,1424.0,1624.0,20.0,1.867486087,105.0,261.0,11.0,38.43,43.83,0.54,0.05,2.83,7.04,0.3
Raúl Albentosa Redal,Right Center Back,2992,836.0,1165.0,20.0,1.9377547960000001,121.0,236.0,5.0,25.15,35.04,0.6,0.06,3.64,7.1,0.15
Raúl Albiol i Tortajada,Right Center Back,1029,306.0,383.0,1.0,0.045139167,30.0,123.0,3.0,26.76,33.5,0.09,0.0,2.62,10.76,0.26
Raúl García Carnero,Left Back,472,62.0,91.0,0.0,0.0,10.0,41.0,1.0,11.82,17.35,0.0,0.0,1.91,7.82,0.19
Raúl García Escudero,Center Attacking Midfield,4652,992.0,1564.0,117.0,7.4606670421,196.0,1103.0,31.0,19.19,30.26,2.26,0.14,3.79,21.34,0.6
Raúl Goni Bayo,Right Back,91,32.0,48.0,0.0,0.0,2.0,18.0,1.0,31.65,47.47,0.0,0.0,1.98,17.8,0.99
Raúl González Blanco,Right Wing,644,110.0,142.0,8.0,0.6346909350000001,29.0,168.0,7.0,15.37,19.84,1.12,0.09,4.05,23.48,0.98
Raúl Lizoáin Cruz,Goalkeeper,731,173.0,295.0,0.0,0.0,46.0,1.0,0.0,21.3,36.32,0.0,0.0,5.66,0.12,0.0
Raúl Miguel Cámara,Left Back,176,30.0,45.0,0.0,0.0,9.0,30.0,0.0,15.34,23.01,0.0,0.0,4.6,15.34,0.0
Raúl Rodríguez Navarro,Right Back,363,97.0,123.0,1.0,0.085431136,15.0,37.0,1.0,24.05,30.5,0.25,0.02,3.72,9.17,0.25
Raúl Rodríguez Navas,Left Center Back,728,227.0,271.0,3.0,0.0662269637,39.0,85.0,6.0,28.06,33.5,0.37,0.01,4.82,10.51,0.74
Raúl Tamudo Montero,Center Forward,1008,83.0,124.0,19.0,2.725235212,25.0,167.0,9.0,7.41,11.07,1.7,0.24,2.23,14.91,0.8
Raúl Valbuena Cano,Goalkeeper,92,11.0,29.0,0.0,0.0,10.0,0.0,0.0,10.76,28.37,0.0,0.0,9.78,0.0,0.0
Raúl de Tomás Gómez,Left Center Forward,180,36.0,45.0,6.0,0.20704752499999998,3.0,32.0,4.0,18.0,22.5,3.0,0.1,1.5,16.0,2.0
Renan Augusto Lodi dos Santos,Left Back,183,35.0,51.0,1.0,0.0048615173,4.0,19.0,0.0,17.21,25.08,0.49,0.0,1.97,9.34,0.0
Renan Brito Soares,Goalkeeper,272,46.0,87.0,0.0,0.0,25.0,0.0,0.0,15.22,28.79,0.0,0.0,8.27,0.0,0.0
Renato Dirnei Florencio,Left Center Midfield,543,134.0,164.0,3.0,0.140644057,20.0,87.0,1.0,22.21,27.18,0.5,0.02,3.31,14.42,0.17
Rene Krhin,Right Defensive Midfield,2081,434.0,564.0,8.0,0.517734972,71.0,283.0,12.0,18.77,24.39,0.35,0.02,3.07,12.24,0.52
Ricard Puig Martí,Left Center Midfield,1941,673.0,738.0,10.0,0.8868906520000001,42.0,201.0,20.0,31.21,34.22,0.46,0.04,1.95,9.32,0.93
Ricardo Alberto Silveira de Carvalho,Left Center Back,181,37.0,45.0,0.0,0.0,8.0,12.0,1.0,18.4,22.38,0.0,0.0,3.98,5.97,0.5
Ricardo Alexandre Martins Soares Pereira,Goalkeeper,185,39.0,70.0,0.0,0.0,20.0,0.0,0.0,18.97,34.05,0.0,0.0,9.73,0.0,0.0
Ricardo Izecson dos Santos Leite,Center Attacking Midfield,331,62.0,76.0,3.0,0.040238366,5.0,60.0,9.0,16.86,20.66,0.82,0.01,1.36,16.31,2.45
Ricardo Jorge Luz Horta,Left Midfield,1362,253.0,335.0,22.0,1.4701290499,44.0,196.0,18.0,16.72,22.14,1.45,0.1,2.91,12.95,1.19
Ricardo López Felipe,Goalkeeper,639,124.0,227.0,0.0,0.0,33.0,0.0,0.0,17.46,31.97,0.0,0.0,4.65,0.0,0.0
Ricardo Miguel Moreira da Costa,Left Center Back,1803,515.0,622.0,12.0,1.192874255,47.0,175.0,2.0,25.71,31.05,0.6,0.06,2.35,8.74,0.1
Ricardo Pérez de Zabalza Goytre,Left Center Midfield,92,22.0,26.0,1.0,0.045822535,1.0,15.0,2.0,21.52,25.43,0.98,0.04,0.98,14.67,1.96
Ricardo Sanzol Goñi,Goalkeeper,92,19.0,42.0,0.0,0.0,9.0,0.0,0.0,18.59,41.09,0.0,0.0,8.8,0.0,0.0
Ricardo de Oliveira,Center Forward,166,19.0,28.0,6.0,0.578359157,3.0,22.0,4.0,10.3,15.18,3.25,0.31,1.63,11.93,2.17
Richard Javier Morales Aguirre,Right Center Forward,93,2.0,4.0,0.0,0.0,0.0,4.0,0.0,1.94,3.87,0.0,0.0,0.0,3.87,0.0
Richmond Yiadom Boakye,Right Wing,92,3.0,5.0,0.0,0.0,0.0,1.0,1.0,2.93,4.89,0.0,0.0,0.0,0.98,0.98
Ricky van Wolfswinkel,Right Center Forward,1468,116.0,170.0,15.0,2.11123673,19.0,120.0,4.0,7.11,10.42,0.92,0.13,1.16,7.36,0.25
Riza Durmisi,Left Wing Back,264,92.0,113.0,2.0,0.048894139,7.0,43.0,2.0,31.36,38.52,0.68,0.02,2.39,14.66,0.68
Robert Ibáñez Castro,Right Wing,1654,174.0,220.0,12.0,0.7203133429999999,57.0,149.0,13.0,9.47,11.97,0.65,0.04,3.1,8.11,0.71
Robert Kenedy Nunes do Nascimento,Left Midfield,177,6.0,10.0,1.0,0.011698737,2.0,9.0,2.0,3.05,5.08,0.51,0.01,1.02,4.58,1.02
Robert Navarro Muñoz,Right Center Midfield,93,17.0,22.0,0.0,0.0,2.0,19.0,0.0,16.45,21.29,0.0,0.0,1.94,18.39,0.0
Robert Pirès,Center Attacking Midfield,295,110.0,147.0,4.0,0.2949996675,22.0,63.0,8.0,33.56,44.85,1.22,0.09,6.71,19.22,2.44
Robert de Pinho de Souza,Left Wing,176,12.0,12.0,0.0,0.0,5.0,18.0,0.0,6.14,6.14,0.0,0.0,2.56,9.2,0.0
Roberto Antonio Correa Silva,Right Back,601,229.0,292.0,0.0,0.0,33.0,78.0,1.0,34.29,43.73,0.0,0.0,4.94,11.68,0.15
Roberto Canella Suárez,Left Back,1098,294.0,405.0,0.0,0.0,32.0,172.0,7.0,24.1,33.2,0.0,0.0,2.62,14.1,0.57
Roberto Carlos Abbondanzieri,Goalkeeper,182,29.0,51.0,0.0,0.0,12.0,0.0,1.0,14.34,25.22,0.0,0.0,5.93,0.0,0.49
Roberto Carlos da Silva,Left Back,174,61.0,81.0,1.0,0.0077349707,8.0,41.0,1.0,31.55,41.9,0.52,0.0,4.14,21.21,0.52
Roberto Fabián Ayala,Left Center Back,273,60.0,75.0,0.0,0.0,8.0,39.0,0.0,19.78,24.73,0.0,0.0,2.64,12.86,0.0
Roberto Fernández Alvarellos,Goalkeeper,277,57.0,109.0,0.0,0.0,18.0,0.0,0.0,18.52,35.42,0.0,0.0,5.85,0.0,0.0
Roberto Jiménez Gago,Goalkeeper,636,94.0,195.0,0.0,0.0,39.0,1.0,0.0,13.3,27.59,0.0,0.0,5.52,0.14,0.0
Roberto José Rosales Altuve,Right Back,3655,1395.0,1947.0,21.0,0.549641546,225.0,541.0,35.0,34.35,47.94,0.52,0.01,5.54,13.32,0.86
Roberto Lago Soto,Left Back,1651,608.0,775.0,5.0,0.11150573200000001,52.0,234.0,15.0,33.14,42.25,0.27,0.01,2.83,12.76,0.82
Roberto Luis Gaspar de Deus Severo,Left Center Back,274,61.0,80.0,4.0,0.25728705900000004,11.0,19.0,0.0,20.04,26.28,1.31,0.08,3.61,6.24,0.0
Roberto López Esquiroz,Right Center Midfield,183,6.0,8.0,0.0,0.0,3.0,14.0,0.0,2.95,3.93,0.0,0.0,1.48,6.89,0.0
Roberto Román Triguero,Right Back,3139,1209.0,1567.0,13.0,0.6926184995,116.0,453.0,17.0,34.66,44.93,0.37,0.02,3.33,12.99,0.49
Roberto Soldado Rillo,Left Center Forward,3416,719.0,1065.0,65.0,8.3469964152,101.0,572.0,35.0,18.94,28.06,1.71,0.22,2.66,15.07,0.92
Roberto Soriano,Left Midfield,216,52.0,64.0,6.0,0.44278508,10.0,62.0,3.0,21.67,26.67,2.5,0.18,4.17,25.83,1.25
Roberto Suárez Pier,Left Center Back,542,138.0,163.0,2.0,0.38474885000000003,19.0,48.0,1.0,22.92,27.07,0.33,0.06,3.15,7.97,0.17
Roberto Torres Morales,Left Defensive Midfield,605,105.0,160.0,9.0,0.8046636886,33.0,102.0,2.0,15.62,23.8,1.34,0.12,4.91,15.17,0.3
Roberto Trashorras Gayoso,Right Defensive Midfield,3761,2494.0,3053.0,44.0,4.3764892663,252.0,590.0,40.0,59.68,73.06,1.05,0.1,6.03,14.12,0.96
Robin Aime Robert Le Normand,Left Center Back,268,124.0,149.0,0.0,0.0,7.0,41.0,1.0,41.64,50.04,0.0,0.0,2.35,13.77,0.34
Rodolfo Bodipo Díaz,Left Center Forward,256,27.0,39.0,1.0,0.2920523,4.0,23.0,1.0,9.49,13.71,0.35,0.1,1.41,8.09,0.35
Rodolfo Martín Arruabarrena,Left Back,157,16.0,22.0,0.0,0.0,2.0,16.0,0.0,9.17,12.61,0.0,0.0,1.15,9.17,0.0
Rodrigo Andrés Battaglia,Right Center Midfield,182,49.0,57.0,1.0,0.0634542,13.0,64.0,0.0,24.23,28.19,0.49,0.03,6.43,31.65,0.0
Rodrigo Ely,Left Center Back,253,54.0,65.0,1.0,0.059528023,8.0,24.0,1.0,19.21,23.12,0.36,0.02,2.85,8.54,0.36
Rodrigo Hernández Cascante,Left Defensive Midfield,794,351.0,386.0,8.0,0.670008977,38.0,186.0,2.0,39.79,43.75,0.91,0.08,4.31,21.08,0.23
Rodrigo Javier De Paul,Left Wing,835,196.0,283.0,10.0,0.522683042,36.0,148.0,16.0,21.13,30.5,1.08,0.06,3.88,15.95,1.72
Rodrigo Moreno Machado,Right Wing,2745,500.0,695.0,53.0,6.9951754144,77.0,376.0,29.0,16.39,22.79,1.74,0.23,2.52,12.33,0.95
Rodrigo Ríos Lozano,Center Forward,153,23.0,34.0,2.0,0.064090618,6.0,42.0,3.0,13.53,20.0,1.18,0.04,3.53,24.71,1.76
Rodrigo Sánchez Rodriguez,Right Wing,185,19.0,20.0,0.0,0.0,5.0,6.0,1.0,9.24,9.73,0.0,0.0,2.43,2.92,0.49
Rodrigo Tarín Higón,Right Center Back,365,43.0,65.0,0.0,0.0,2.0,24.0,0.0,10.6,16.03,0.0,0.0,0.49,5.92,0.0
Rodrygo Silva de Goes,Right Wing,188,13.0,15.0,0.0,0.0,4.0,12.0,0.0,6.22,7.18,0.0,0.0,1.91,5.74,0.0
Roger Claver Assalé Djapone,Left Center Forward,92,13.0,13.0,1.0,0.032970574,2.0,10.0,1.0,12.72,12.72,0.98,0.03,1.96,9.78,0.98
Roger García Junyent,Left Back,93,18.0,21.0,1.0,0.02405268,3.0,5.0,0.0,17.42,20.32,0.97,0.02,2.9,4.84,0.0
Roger Martí Salvador,Left Center Forward,1636,124.0,196.0,23.0,2.339730184,33.0,223.0,11.0,6.82,10.78,1.27,0.13,1.82,12.27,0.61
Roland Conde Lamah,Left Wing,182,31.0,55.0,4.0,0.26433529,8.0,31.0,1.0,15.33,27.2,1.98,0.13,3.96,15.33,0.49
Román Fernando Martínez,Right Center Midfield,255,39.0,61.0,1.0,0.25572038,16.0,84.0,1.0,13.76,21.53,0.35,0.09,5.65,29.65,0.35
Ronald Federico Araújo da Silva,Right Center Back,2281,915.0,983.0,11.0,2.025801248,48.0,151.0,4.0,36.1,38.79,0.43,0.08,1.89,5.96,0.16
Ronald Louis Gaspercic,Goalkeeper,92,15.0,24.0,0.0,0.0,7.0,0.0,0.0,14.67,23.48,0.0,0.0,6.85,0.0,0.0
Ronaldo Luíz Nazário de Lima,Center Forward,90,12.0,15.0,1.0,0.029853897,1.0,6.0,1.0,12.0,15.0,1.0,0.03,1.0,6.0,1.0
Ronaldo de Assis Moreira,Left Wing,5147,2144.0,2861.0,220.0,26.457376333,215.0,360.0,220.0,37.49,50.03,3.85,0.46,3.76,6.29,3.85
Roque Luis Santa Cruz Cantero,Left Center Forward,1817,196.0,251.0,7.0,0.954498574,15.0,94.0,7.0,9.71,12.43,0.35,0.05,0.74,4.66,0.35
Roque Mesa Quevedo,Right Defensive Midfield,3538,1992.0,2289.0,41.0,2.2419959256,278.0,632.0,47.0,50.67,58.23,1.04,0.06,7.07,16.08,1.2
Rosinei Adolfo,Right Center Forward,92,15.0,17.0,2.0,0.031917526,5.0,12.0,1.0,14.67,16.63,1.96,0.03,4.89,11.74,0.98
Royston Ricky Drenthe,Left Midfield,153,22.0,33.0,1.0,0.22765219,8.0,30.0,2.0,12.94,19.41,0.59,0.13,4.71,17.65,1.18
Rubén Alcaraz Jiménez,Left Center Midfield,326,140.0,170.0,6.0,0.167875333,19.0,104.0,0.0,38.65,46.93,1.66,0.05,5.25,28.71,0.0
Rubén Baraja Vegas,Right Center Midfield,363,91.0,113.0,0.0,0.0,10.0,65.0,1.0,22.56,28.02,0.0,0.0,2.48,16.12,0.25
Rubén Blanco Veiga,Goalkeeper,1052,219.0,359.0,0.0,0.0,49.0,3.0,0.0,18.74,30.71,0.0,0.0,4.19,0.26,0.0
Rubén Castro Martín,Left Center Forward,4201,877.0,1201.0,122.0,19.4536295096,134.0,301.0,28.0,18.79,25.73,2.61,0.42,2.87,6.45,0.6
Rubén Duarte Sánchez,Left Back,2565,774.0,1082.0,13.0,0.562889054,94.0,416.0,5.0,27.16,37.96,0.46,0.02,3.3,14.6,0.18
Rubén García Santos,Left Midfield,2310,386.0,575.0,19.0,1.0477729955,73.0,335.0,29.0,15.04,22.4,0.74,0.04,2.84,13.05,1.13
Rubén González Rocha,Right Center Back,540,65.0,110.0,2.0,0.094587784,18.0,51.0,0.0,10.83,18.33,0.33,0.02,3.0,8.5,0.0
Rubén Gracia Calmache,Left Wing,2318,593.0,827.0,17.0,1.070190578,105.0,411.0,32.0,23.02,32.11,0.66,0.04,4.08,15.96,1.24
Rubén Iván Martínez Andrade,Goalkeeper,2090,397.0,667.0,0.0,0.0,115.0,7.0,0.0,17.1,28.72,0.0,0.0,4.95,0.3,0.0
Rubén Martín Pulido,Right Back,273,89.0,122.0,0.0,0.0,9.0,53.0,3.0,29.34,40.22,0.0,0.0,2.97,17.47,0.99
Rubén Navarro Méndez,Left Midfield,91,4.0,8.0,0.0,0.0,1.0,3.0,0.0,3.96,7.91,0.0,0.0,0.99,2.97,0.0
Rubén Pardo Gutiérrez,Left Defensive Midfield,3179,1082.0,1421.0,40.0,1.9967789113,155.0,472.0,12.0,30.63,40.23,1.13,0.06,4.39,13.36,0.34
Rubén Peña Jiménez,Right Back,609,167.0,223.0,3.0,0.5621972550000001,26.0,87.0,4.0,24.68,32.96,0.44,0.08,3.84,12.86,0.59
Rubén Pérez Chueca,Goalkeeper,91,16.0,31.0,0.0,0.0,3.0,0.0,0.0,15.82,30.66,0.0,0.0,2.97,0.0,0.0
Rubén Rochina Naixes,Center Attacking Midfield,3348,1026.0,1523.0,89.0,4.1373331468,227.0,592.0,78.0,27.58,40.94,2.39,0.11,6.1,15.91,2.1
Rubén Salvador Pérez Del Mármol,Right Defensive Midfield,3471,1310.0,1757.0,27.0,0.9437042281999999,228.0,905.0,31.0,33.97,45.56,0.7,0.02,5.91,23.47,0.8
Rubén Sobrino Pozuelo,Center Forward,511,70.0,90.0,7.0,0.784288415,25.0,123.0,5.0,12.33,15.85,1.23,0.14,4.4,21.66,0.88
Rubén Suárez Estrada,Right Back,182,15.0,18.0,1.0,0.022218434,5.0,2.0,0.0,7.42,8.9,0.49,0.01,2.47,0.99,0.0
